YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question
2016,2016,CT,Connecticut,Alcohol,Chronic liver disease mortality
2014,2014,OR,Oregon,Alcohol,Chronic liver disease mortality
2017,2017,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2017,2017,NV,Nevada,Alcohol,Binge drinking prevalence among youth
2012,2012,NY,New York,Alcohol,Chronic liver disease mortality
2017,2017,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2013,2013,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2010,2010,CA,California,Alcohol,Chronic liver disease mortality
2010,2010,GA,Georgia,Alcohol,Chronic liver disease mortality
2018,2018,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2017,2017,GA,Georgia,Alcohol,Alcohol use among youth
2019,2019,US,United States,Alcohol,Alcohol use before pregnancy
2012,2012,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,IL,Illinois,Alcohol,Chronic liver disease mortality
2011,2011,KY,Kentucky,Alcohol,Chronic liver disease mortality
2020,2020,MS,Mississippi,Alcohol,Chronic liver disease mortality
2015,2015,IA,Iowa,Alcohol,Chronic liver disease mortality
2018,2018,MD,Maryland,Alcohol,Chronic liver disease mortality
2018,2018,NY,New York,Alcohol,Chronic liver disease mortality
2016,2016,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2015,2015,GU,Guam,Alcohol,Alcohol use among youth
2020,2020,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2011,2011,ND,North Dakota,Alcohol,Chronic liver disease mortality
2013,2013,ME,Maine,Alcohol,Chronic liver disease mortality
2017,2017,CA,California,Alcohol,Alcohol use among youth
2014,2014,IA,Iowa,Alcohol,Chronic liver disease mortality
2018,2018,DE,Delaware,Alcohol,Chronic liver disease mortality
2020,2020,MN,Minnesota,Alcohol,Local authority to regulate alcohol outlet density
2012,2012,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2013,2013,NM,New Mexico,Alcohol,Chronic liver disease mortality
2020,2020,KY,Kentucky,Alcohol,Alcohol use before pregnancy
2019,2019,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2020,2020,AL,Alabama,Alcohol,Chronic liver disease mortality
2020,2020,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2019,2019,OH,Ohio,Alcohol,Chronic liver disease mortality
2019,2019,AL,Alabama,Alcohol,Chronic liver disease mortality
2019,2019,UT,Utah,Alcohol,Alcohol use among youth
2011,2011,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,MO,Missouri,Alcohol,Alcohol use before pregnancy
2013,2013,IL,Illinois,Alcohol,Chronic liver disease mortality
2016,2016,KS,Kansas,Alcohol,Chronic liver disease mortality
2015,2015,AL,Alabama,Alcohol,Alcohol use among youth
2013,2013,CA,California,Alcohol,Chronic liver disease mortality
2013,2013,ND,North Dakota,Alcohol,Chronic liver disease mortality
2017,2017,WA,Washington,Alcohol,Alcohol use before pregnancy
2020,2020,NM,New Mexico,Alcohol,Chronic liver disease mortality
2020,2020,IL,Illinois,Alcohol,Alcohol use before pregnancy
2014,2014,ME,Maine,Alcohol,Alcohol use before pregnancy
2015,2015,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2012,2012,MS,Mississippi,Alcohol,Chronic liver disease mortality
2018,2018,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2020,2020,MD,Maryland,Alcohol,Alcohol use before pregnancy
2015,2015,CO,Colorado,Alcohol,Chronic liver disease mortality
2015,2015,ND,North Dakota,Alcohol,Chronic liver disease mortality
2017,2017,AK,Alaska,Alcohol,Alcohol use before pregnancy
2012,2012,TN,Tennessee,Alcohol,Alcohol use before pregnancy
2018,2018,IN,Indiana,Alcohol,Chronic liver disease mortality
2012,2012,DE,Delaware,Alcohol,Chronic liver disease mortality
2018,2018,WA,Washington,Alcohol,Alcohol use before pregnancy
2016,2016,IL,Illinois,Alcohol,Chronic liver disease mortality
2013,2013,KS,Kansas,Alcohol,Chronic liver disease mortality
2012,2012,LA,Louisiana,Alcohol,Chronic liver disease mortality
2017,2017,FL,Florida,Alcohol,Chronic liver disease mortality
2020,2020,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,CO,Colorado,Alcohol,Chronic liver disease mortality
2015,2015,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2017,2017,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2019,2019,WY,Wyoming,Alcohol,Binge drinking prevalence among youth
2017,2017,SD,South Dakota,Alcohol,Alcohol use among youth
2012,2012,IN,Indiana,Alcohol,Chronic liver disease mortality
2014,2014,HI,Hawaii,Alcohol,Chronic liver disease mortality
2011,2011,IA,Iowa,Alcohol,Chronic liver disease mortality
2011,2011,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2010,2010,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2014,2014,CT,Connecticut,Alcohol,Chronic liver disease mortality
2019,2019,AR,Arkansas,Alcohol,Chronic liver disease mortality
2019,2019,MS,Mississippi,Alcohol,Chronic liver disease mortality
2014,2014,NE,Nebraska,Alcohol,Chronic liver disease mortality
2014,2014,ND,North Dakota,Alcohol,Chronic liver disease mortality
2019,2019,LA,Louisiana,Alcohol,Chronic liver disease mortality
2013,2013,LA,Louisiana,Alcohol,Alcohol use before pregnancy
2012,2012,GA,Georgia,Alcohol,Chronic liver disease mortality
2015,2015,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2011,2011,NM,New Mexico,Alcohol,Chronic liver disease mortality
2015,2015,IN,Indiana,Alcohol,Chronic liver disease mortality
2010,2010,KY,Kentucky,Alcohol,Chronic liver disease mortality
2019,2019,NJ,New Jersey,Alcohol,Binge drinking prevalence among youth
2020,2020,IA,Iowa,Alcohol,Chronic liver disease mortality
2015,2015,IA,Iowa,Alcohol,Chronic liver disease mortality
2013,2013,WV,West Virginia,Alcohol,Alcohol use among youth
2016,2016,IA,Iowa,Alcohol,Chronic liver disease mortality
2016,2016,GA,Georgia,Alcohol,Chronic liver disease mortality
2011,2011,FL,Florida,Alcohol,Chronic liver disease mortality
2014,2014,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2012,2012,NE,Nebraska,Alcohol,Chronic liver disease mortality
2016,2016,MI,Michigan,Alcohol,Chronic liver disease mortality
2018,2018,NY,New York,Alcohol,Chronic liver disease mortality
2017,2017,OH,Ohio,Alcohol,Chronic liver disease mortality
2014,2014,DE,Delaware,Alcohol,Chronic liver disease mortality
2016,2016,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2011,2011,AR,Arkansas,Alcohol,Chronic liver disease mortality
2018,2018,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2015,2015,HI,Hawaii,Alcohol,Chronic liver disease mortality
2020,2020,ME,Maine,Alcohol,Alcohol use before pregnancy
2011,2011,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,NV,Nevada,Alcohol,Chronic liver disease mortality
2013,2013,NC,North Carolina,Alcohol,Chronic liver disease mortality
2012,2012,MI,Michigan,Alcohol,Chronic liver disease mortality
2015,2015,CA,California,Alcohol,Alcohol use among youth
2010,2010,LA,Louisiana,Alcohol,Chronic liver disease mortality
2014,2014,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2015,2015,US,United States,Alcohol,Alcohol use among youth
2010,2010,CT,Connecticut,Alcohol,Chronic liver disease mortality
2013,2013,IA,Iowa,Alcohol,Chronic liver disease mortality
2010,2010,IN,Indiana,Alcohol,Chronic liver disease mortality
2010,2010,NM,New Mexico,Alcohol,Chronic liver disease mortality
2012,2012,KS,Kansas,Alcohol,Chronic liver disease mortality
2015,2015,NC,North Carolina,Alcohol,Alcohol use among youth
2013,2013,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2016,2016,MD,Maryland,Alcohol,Chronic liver disease mortality
2019,2019,TN,Tennessee,Alcohol,Alcohol use among youth
2016,2016,MT,Montana,Alcohol,Chronic liver disease mortality
2015,2015,NV,Nevada,Alcohol,Chronic liver disease mortality
2012,2012,IL,Illinois,Alcohol,Chronic liver disease mortality
2019,2019,IN,Indiana,Alcohol,Chronic liver disease mortality
2017,2017,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2013,2013,OH,Ohio,Alcohol,Chronic liver disease mortality
2016,2016,NE,Nebraska,Alcohol,Chronic liver disease mortality
2016,2016,CO,Colorado,Alcohol,Chronic liver disease mortality
2016,2016,MD,Maryland,Alcohol,Alcohol use before pregnancy
2019,2019,NV,Nevada,Alcohol,Chronic liver disease mortality
2014,2014,KS,Kansas,Alcohol,Chronic liver disease mortality
2015,2015,IL,Illinois,Alcohol,Chronic liver disease mortality
2019,2019,MO,Missouri,Alcohol,Binge drinking prevalence among youth
2015,2015,MI,Michigan,Alcohol,Chronic liver disease mortality
2013,2013,MO,Missouri,Alcohol,Alcohol use before pregnancy
2019,2019,AK,Alaska,Alcohol,Chronic liver disease mortality
2016,2016,GA,Georgia,Alcohol,Chronic liver disease mortality
2014,2014,AL,Alabama,Alcohol,Alcohol use before pregnancy
2011,2011,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2011,2011,NV,Nevada,Alcohol,Chronic liver disease mortality
2011,2011,MN,Minnesota,Alcohol,Alcohol use before pregnancy
2011,2011,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2015,2015,DE,Delaware,Alcohol,Binge drinking prevalence among youth
2011,2011,KY,Kentucky,Alcohol,Chronic liver disease mortality
2020,2020,MI,Michigan,Alcohol,Chronic liver disease mortality
2014,2014,CO,Colorado,Alcohol,Chronic liver disease mortality
2016,2016,NV,Nevada,Alcohol,Chronic liver disease mortality
2011,2011,IN,Indiana,Alcohol,Chronic liver disease mortality
2014,2014,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2020,2020,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2019,2019,AZ,Arizona,Alcohol,Alcohol use among youth
2013,2013,CA,California,Alcohol,Chronic liver disease mortality
2017,2017,ND,North Dakota,Alcohol,Chronic liver disease mortality
2018,2018,MS,Mississippi,Alcohol,Alcohol use before pregnancy
2019,2019,ND,North Dakota,Alcohol,Chronic liver disease mortality
2018,2018,CO,Colorado,Alcohol,Chronic liver disease mortality
2011,2011,NY,New York,Alcohol,Chronic liver disease mortality
2018,2018,ME,Maine,Alcohol,Alcohol use before pregnancy
2019,2019,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,NJ,New Jersey,Alcohol,Alcohol use among youth
2013,2013,AR,Arkansas,Alcohol,Alcohol use among youth
2019,2019,DE,Delaware,Alcohol,Alcohol use among youth
2012,2012,MN,Minnesota,Alcohol,Chronic liver disease mortality
2014,2014,MD,Maryland,Alcohol,Chronic liver disease mortality
2016,2016,MT,Montana,Alcohol,Chronic liver disease mortality
2012,2012,AR,Arkansas,Alcohol,Local authority to regulate alcohol outlet density
2015,2015,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2019,2019,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,NE,Nebraska,Alcohol,Chronic liver disease mortality
2012,2012,NC,North Carolina,Alcohol,Chronic liver disease mortality
2010,2010,AZ,Arizona,Alcohol,Chronic liver disease mortality
2014,2014,NV,Nevada,Alcohol,Chronic liver disease mortality
2013,2013,FL,Florida,Alcohol,Chronic liver disease mortality
2015,2015,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2020,2020,NM,New Mexico,Alcohol,Chronic liver disease mortality
2017,2017,MI,Michigan,Alcohol,Alcohol use among youth
2010,2010,DE,Delaware,Alcohol,Chronic liver disease mortality
2020,2020,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2017,2017,AR,Arkansas,Alcohol,Alcohol use among youth
2010,2010,NV,Nevada,Alcohol,Chronic liver disease mortality
2012,2012,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2019,2019,OR,Oregon,Alcohol,Binge drinking prevalence among youth
2019,2019,MN,Minnesota,Alcohol,Binge drinking prevalence among youth
2016,2016,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2018,2018,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2019,2019,IN,Indiana,Alcohol,Binge drinking prevalence among youth
2014,2014,NY,New York,Alcohol,Chronic liver disease mortality
2012,2012,MA,Massachusetts,Alcohol,Local authority to regulate alcohol outlet density
2015,2015,NM,New Mexico,Alcohol,Chronic liver disease mortality
2020,2020,CA,California,Alcohol,Chronic liver disease mortality
2010,2010,IN,Indiana,Alcohol,Chronic liver disease mortality
2017,2017,CT,Connecticut,Alcohol,Alcohol use among youth
2014,2014,IA,Iowa,Alcohol,Chronic liver disease mortality
2011,2011,MI,Michigan,Alcohol,Chronic liver disease mortality
2016,2016,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2014,2014,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2018,2018,US,United States,Alcohol,Alcohol use before pregnancy
2014,2014,KY,Kentucky,Alcohol,Chronic liver disease mortality
2017,2017,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2016,2016,AK,Alaska,Alcohol,Chronic liver disease mortality
2012,2012,PA,Pennsylvania,Alcohol,Local authority to regulate alcohol outlet density
2013,2013,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2010,2010,NE,Nebraska,Alcohol,Chronic liver disease mortality
2018,2018,NY,New York,Alcohol,Chronic liver disease mortality
2019,2019,ND,North Dakota,Alcohol,Chronic liver disease mortality
2017,2017,AR,Arkansas,Alcohol,Binge drinking prevalence among youth
2014,2014,MN,Minnesota,Alcohol,Chronic liver disease mortality
2010,2010,OR,Oregon,Alcohol,Chronic liver disease mortality
2019,2019,GA,Georgia,Alcohol,Alcohol use among youth
2011,2011,AZ,Arizona,Alcohol,Chronic liver disease mortality
2020,2020,UT,Utah,Alcohol,Alcohol use before pregnancy
2020,2020,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2012,2012,AK,Alaska,Alcohol,Chronic liver disease mortality
2015,2015,MN,Minnesota,Alcohol,Alcohol use among youth
2018,2018,MN,Minnesota,Alcohol,Chronic liver disease mortality
2017,2017,DE,Delaware,Alcohol,Alcohol use among youth
2017,2017,GA,Georgia,Alcohol,Binge drinking prevalence among youth
2017,2017,VA,Virginia,Alcohol,Alcohol use before pregnancy
2016,2016,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2015,2015,MD,Maryland,Alcohol,Alcohol use before pregnancy
2018,2018,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2016,2016,IL,Illinois,Alcohol,Chronic liver disease mortality
2010,2010,MO,Missouri,Alcohol,Chronic liver disease mortality
2019,2019,NC,North Carolina,Alcohol,Alcohol use before pregnancy
2014,2014,LA,Louisiana,Alcohol,Chronic liver disease mortality
2020,2020,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2015,2015,CO,Colorado,Alcohol,Chronic liver disease mortality
2010,2010,MT,Montana,Alcohol,Chronic liver disease mortality
2011,2011,HI,Hawaii,Alcohol,Chronic liver disease mortality
2016,2016,CT,Connecticut,Alcohol,Chronic liver disease mortality
2019,2019,NC,North Carolina,Alcohol,Alcohol use before pregnancy
2014,2014,ND,North Dakota,Alcohol,Chronic liver disease mortality
2017,2017,ID,Idaho,Alcohol,Binge drinking prevalence among youth
2019,2019,TX,Texas,Alcohol,Binge drinking prevalence among youth
2011,2011,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2014,2014,FL,Florida,Alcohol,Chronic liver disease mortality
2015,2015,NY,New York,Alcohol,Chronic liver disease mortality
2018,2018,AL,Alabama,Alcohol,Chronic liver disease mortality
2013,2013,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2020,2020,ME,Maine,Alcohol,Chronic liver disease mortality
2010,2010,HI,Hawaii,Alcohol,Chronic liver disease mortality
2016,2016,AR,Arkansas,Alcohol,Chronic liver disease mortality
2013,2013,IN,Indiana,Alcohol,Alcohol use among youth
2011,2011,AL,Alabama,Alcohol,Chronic liver disease mortality
2018,2018,VT,Vermont,Alcohol,Alcohol use before pregnancy
2018,2018,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2020,2020,ME,Maine,Alcohol,Chronic liver disease mortality
2016,2016,KY,Kentucky,Alcohol,Chronic liver disease mortality
2013,2013,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2018,2018,DE,Delaware,Alcohol,Chronic liver disease mortality
2011,2011,AK,Alaska,Alcohol,Chronic liver disease mortality
2011,2011,NE,Nebraska,Alcohol,Chronic liver disease mortality
2019,2019,AR,Arkansas,Alcohol,Chronic liver disease mortality
2015,2015,ME,Maine,Alcohol,Chronic liver disease mortality
2014,2014,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2018,2018,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2015,2015,AZ,Arizona,Alcohol,Alcohol use among youth
2017,2017,ID,Idaho,Alcohol,Chronic liver disease mortality
2015,2015,GU,Guam,Alcohol,Alcohol use among youth
2013,2013,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2019,2019,MO,Missouri,Alcohol,Chronic liver disease mortality
2020,2020,CO,Colorado,Alcohol,Chronic liver disease mortality
2010,2010,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2019,2019,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2017,2017,UT,Utah,Alcohol,Alcohol use among youth
2014,2014,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2011,2011,IA,Iowa,Alcohol,Chronic liver disease mortality
2020,2020,MT,Montana,Alcohol,Chronic liver disease mortality
2015,2015,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2018,2018,FL,Florida,Alcohol,Chronic liver disease mortality
2016,2016,ID,Idaho,Alcohol,Chronic liver disease mortality
2011,2011,AL,Alabama,Alcohol,Chronic liver disease mortality
2013,2013,CT,Connecticut,Alcohol,Chronic liver disease mortality
2016,2016,NC,North Carolina,Alcohol,Chronic liver disease mortality
2018,2018,IA,Iowa,Alcohol,Chronic liver disease mortality
2019,2019,IA,Iowa,Alcohol,Alcohol use before pregnancy
2013,2013,GA,Georgia,Alcohol,Binge drinking prevalence among youth
2019,2019,PA,Pennsylvania,Alcohol,Alcohol use among youth
2020,2020,CT,Connecticut,Alcohol,Chronic liver disease mortality
2014,2014,AK,Alaska,Alcohol,Chronic liver disease mortality
2019,2019,LA,Louisiana,Alcohol,Chronic liver disease mortality
2016,2016,OR,Oregon,Alcohol,Chronic liver disease mortality
2015,2015,FL,Florida,Alcohol,Chronic liver disease mortality
2017,2017,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2014,2014,OH,Ohio,Alcohol,Alcohol use before pregnancy
2010,2010,GA,Georgia,Alcohol,Chronic liver disease mortality
2015,2015,PA,Pennsylvania,Alcohol,Binge drinking prevalence among youth
2017,2017,IL,Illinois,Alcohol,Alcohol use among youth
2019,2019,GU,Guam,Alcohol,Alcohol use among youth
2011,2011,ND,North Dakota,Alcohol,Chronic liver disease mortality
2016,2016,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2019,2019,AZ,Arizona,Alcohol,Chronic liver disease mortality
2017,2017,LA,Louisiana,Alcohol,Chronic liver disease mortality
2020,2020,FL,Florida,Alcohol,Chronic liver disease mortality
2011,2011,ME,Maine,Alcohol,Chronic liver disease mortality
